6065283933	64.519068	-34.348426	246.03835	306.58097	24.478372	0	1	119	0.060006566
6065296649	64.468009	-34.340252	237.60157	308.18863	24.055872	0	1	119	0.025668066
6065299659	64.581634	-34.30112	256.34723	316.06947	24.461139	0	1	119	0.014334259
6065452216	64.542183	-34.24421	249.79806	327.43489	24.959391	0	1	119	0.075292379
6065876680	64.499741	-34.304992	242.81956	315.25797	24.808436	0	1	119	0.0075517488
6066171807	64.452995	-34.318676	235.10652	312.49509	24.461913	0	1	119	0.022543963
6066174352	64.563614	-34.296296	253.36763	317.02702	24.044416	0	1	119	0.097351179
6066176077	64.592774	-34.277695	258.17731	320.75868	24.317021	0	1	119	0.090356365
6066176263	64.463546	-34.322739	236.85224	311.68871	22.678849	0	1	119	0.0052464451
6066176322	64.566069	-34.340457	253.79525	308.19599	22.514607	0	1	119	0.007659045
6066178674	64.447364	-34.315271	234.174	313.1726	24.776288	0	1	119	0.0067479745
6066180556	64.522096	-34.295576	246.50737	317.15227	24.811276	0	1	119	0.11832876
6066180611	64.495077	-34.259772	242.02003	324.29944	23.892666	0	1	119	0.016071109
6066185589	64.510071	-34.271265	244.50567	322.00866	24.950943	0	1	119	0.60779691
6066187743	64.490432	-34.299406	241.278	316.37022	24.932779	0	1	119	0.12403189
6066192514	64.508009	-34.329837	244.20075	310.29328	23.3902	0	1	119	0.12244194
6066193218	64.507437	-34.303817	244.09036	315.49696	22.254206	0	1	119	0.25573573
6066196201	64.498509	-34.284042	242.60281	319.44726	24.351138	0	1	119	0.30351499
6066196534	64.524814	-34.273008	246.94332	321.66719	23.063275	0	1	119	0.076057956
6066196537	64.529672	-34.276218	247.74793	321.02762	24.863256	0	1	119	0.48651245
6066196548	64.521321	-34.270145	246.36436	322.23819	23.672088	0	1	119	0.23956637
6066198462	64.43604	-34.30347	232.29444	315.52592	24.342608	0	1	119	0.029517921
6066202260	64.578131	-34.321935	255.77838	311.90507	24.219499	0	1	119	0.048050173
6066202421	64.43976	-34.306524	232.91138	314.91738	24.021673	0	1	119	0.084112026
6066202621	64.513875	-34.310465	245.15797	314.17057	24.52728	0	1	119	0.28316742
6066203874	64.519647	-34.298848	246.10454	316.49668	24.164388	0	1	119	0.85392827
6066203883	64.521588	-34.295954	246.42356	317.07644	23.539841	0	1	119	0.81502372
6066204930	64.563957	-34.256495	253.40422	324.98734	23.55631	0	1	119	0.0072908471
6066206866	64.461059	-34.32646	236.44413	310.943	24.855183	0	1	119	0.018815853
6066208232	64.546466	-34.250073	250.50946	326.26432	24.939669	0	1	119	0.063479066
6066209072	64.546439	-34.300573	250.53219	316.1643	24.873291	0	1	119	0.21315895
6066209671	64.463924	-34.27958	236.88452	320.32064	24.998351	0	1	119	0.062074091
6066209797	64.490968	-34.325832	241.38362	311.08523	23.307033	0	1	119	0.062884137
6066210226	64.458276	-34.327418	235.98521	310.74975	24.898739	0	1	119	0.022249093
6066210709	64.465984	-34.325635	237.25692	311.1108	24.923165	0	1	119	0.083075948
6066213352	64.448448	-34.291658	234.33582	317.89595	23.84871	0	1	119	0.0067590647
6066213354	64.45111	-34.291697	234.77561	317.88968	24.614277	0	1	119	0.065802097
6066213953	64.573014	-34.331498	254.9379	309.99054	23.302568	0	1	119	0.033919897
6066214866	64.474692	-34.271283	238.65832	321.98604	23.309463	0	1	119	0.15710846
6066214868	64.475005	-34.271914	238.71049	321.86004	23.240384	0	1	119	0.0083360132
6066217519	64.515134	-34.267513	245.3401	322.76156	24.878216	0	1	119	0.41185904
6066218472	64.570661	-34.27062	254.51932	322.16522	24.738449	0	1	119	0.1069924
6066218473	64.575644	-34.269664	255.34243	322.35829	24.950008	0	1	119	0.090732068
6066220013	64.547366	-34.310813	250.69078	314.11661	24.983437	0	1	119	0.15256137
6066223933	64.52389	-34.324168	246.82041	311.43482	23.555557	0	1	119	0.043342646
6066223934	64.527456	-34.326485	247.41071	310.97319	22.209623	0	1	119	0.072282508
6066223942	64.524145	-34.327333	246.86438	310.80197	24.372047	0	1	119	0.19695038
6066223943	64.525713	-34.323026	247.12081	311.66419	24.383977	0	1	119	0.30386615
6066224784	64.484817	-34.296486	240.34839	316.95123	24.824596	0	1	119	0.032556843
6066225427	64.514219	-34.246672	245.17635	326.92931	23.931807	0	1	119	0.016974971
6066225429	64.51272	-34.247528	244.92898	326.75738	24.533511	0	1	119	0.22664271
6066231659	64.478649	-34.305308	239.33522	315.18339	23.375662	0	1	119	0.011454591
6066232126	64.459231	-34.31819	236.13627	312.596	24.544759	0	1	119	0.046056304
6066233162	64.525271	-34.330946	247.05243	310.07985	23.668054	0	1	119	0.012693643
6066234198	64.516798	-34.288153	245.62747	318.63442	23.017638	0	1	119	0.98038709
6066234200	64.515601	-34.285163	245.42785	319.23172	24.059887	0	1	119	0.92750275
6066234405	64.460704	-34.309624	236.37358	314.31002	24.475126	0	1	119	0.14167573
6066235722	64.510111	-34.322226	244.54329	311.81635	22.516611	0	1	119	0.17137493
6066502576	64.542441	-34.33017	249.88768	310.24304	24.265753	0	1	119	0.10933227
6066502759	64.571094	-34.258356	254.58486	324.61806	24.572945	0	1	119	0.032346975
6066504726	64.449836	-34.330207	234.59315	310.18694	24.950833	0	1	119	0.045735545
6066504935	64.51785	-34.248213	245.77759	326.62276	24.737716	0	1	119	0.24516436
6066505374	64.50026	-34.275672	242.88689	321.12222	24.697874	0	1	119	0.73889488
6066505484	64.53225	-34.314521	248.19567	313.36827	23.175539	0	1	119	0.55047715
6066505487	64.530603	-34.315065	247.92402	313.25864	24.656932	0	1	119	0.52135694
6066508950	64.445688	-34.297299	233.88389	316.76599	24.601341	0	1	119	0.069064043
6066509837	64.536059	-34.323127	248.82978	311.64875	24.550875	0	1	119	0.1673381
6066510781	64.522971	-34.353165	246.6856	305.635	23.847722	0	1	119	0.031004626
6066511912	64.513046	-34.290115	245.00866	318.24005	24.031835	0	1	119	0.97999632
6066512986	64.495433	-34.253575	242.07503	325.53901	22.521672	0	1	119	0.17141479
6066512988	64.497012	-34.254952	242.33686	325.26443	23.953704	0	1	119	0.18513817
6066512991	64.493737	-34.25132	241.79326	325.98913	23.865121	0	1	119	0.26326516
6066515129	64.456046	-34.311454	235.6054	313.9412	23.725917	0	1	119	0.19640778
6066518615	64.52286	-34.221559	246.59028	331.95607	23.28741	0	1	119	0.079423986
6066518616	64.525101	-34.220434	246.96024	332.1821	23.838221	0	1	119	0.084628224
6066520230	64.527807	-34.249389	247.42441	326.3924	24.702408	0	1	119	0.18321872
6066520729	64.534524	-34.332176	248.58126	309.83834	24.617783	0	1	119	0.16782929
6066520862	64.513646	-34.250328	245.08377	326.19773	24.573741	0	1	119	0.33840331
6066521029	64.52239	-34.308244	246.56327	314.61894	23.426045	0	1	119	0.71717077
6066522572	64.503287	-34.32743	243.41936	310.77222	24.029543	0	1	119	0.2362719
6066525503	64.512673	-34.359679	244.98913	304.32713	23.321851	0	1	119	0.061889764
6066526889	64.53029	-34.261244	247.84151	324.0227	24.634119	0	1	119	0.038024344
6066531439	64.438986	-34.319163	232.79297	312.3891	24.896474	0	1	119	0.0098103378
6066531911	64.497871	-34.259916	242.48197	324.27212	24.219081	0	1	119	0.27365968
6066532448	64.499487	-34.345829	242.80342	307.09049	23.518734	0	1	119	0.10068158
6066536352	64.484353	-34.223743	240.22361	331.49947	24.092061	0	1	119	0.041496273
6066539779	64.532659	-34.310881	248.2612	314.09647	24.677812	0	1	119	0.42163593
6066539781	64.531956	-34.309851	248.14459	314.30201	24.385438	0	1	119	0.58131987
6066541860	64.480211	-34.274064	239.57242	321.43298	24.401505	0	1	119	0.43197426
6066541971	64.516364	-34.270305	245.54507	322.20379	24.675898	0	1	119	0.72891939
6066543708	64.482517	-34.318797	239.98322	312.48772	23.106009	0	1	119	0.24564743
6066543713	64.481763	-34.318529	239.85852	312.54096	23.808395	0	1	119	0.17061083
6066544279	64.511589	-34.288997	244.76728	318.46291	21.646551	0	1	119	0.75221115
6066544281	64.516296	-34.288076	245.54457	318.64956	24.121956	0	1	119	0.98854113
6066544284	64.513728	-34.286659	245.11928	318.93154	23.482724	0	1	119	0.97728842
6066544289	64.510293	-34.283447	244.54966	319.5723	24.119093	0	1	119	0.93796188
6066544290	64.511248	-34.289831	244.71148	318.29606	22.749138	0	1	119	0.93941903
6066544291	64.513036	-34.284846	245.00391	319.29397	22.498575	0	1	119	0.92260218
6066544292	64.512142	-34.28901	244.85866	318.46073	24.324787	0	1	119	0.97202724
6066544293	64.5188	-34.290486	245.95972	318.16877	24.899573	0	1	119	0.96065873
6066544296	64.514939	-34.288485	245.32051	318.56697	24.114209	0	1	119	0.98256636
6066544298	64.515711	-34.290695	245.44946	318.12549	23.909784	0	1	119	0.98571491
6066544353	64.594937	-34.2871	258.53885	318.87859	24.873928	0	1	119	0.064183503
6066544490	64.512241	-34.243068	244.84724	327.64912	23.500311	0	1	119	0.25369218
6066544497	64.510981	-34.244115	244.63942	327.439	24.663238	0	1	119	0.23457545
6066544498	64.51246	-34.244416	244.88418	327.37951	23.391507	0	1	119	0.3243494
6066544500	64.510037	-34.245905	244.48443	327.08061	23.216838	0	1	119	0.31440145
6066544501	64.503405	-34.24441	243.38714	327.37613	24.706549	0	1	119	0.20011629
6066545415	64.56498	-34.308228	253.5992	314.64117	23.632999	0	1	119	0.30704704
6066545416	64.566338	-34.308338	253.82362	314.61985	24.897103	0	1	119	0.098804481
6066546606	64.481485	-34.284897	239.79009	319.2672	24.710569	0	1	119	0.18775558
6066546662	64.485975	-34.230714	240.49651	330.10606	24.995144	0	1	119	0.071753629
6066548109	64.498095	-34.336405	242.56745	308.9745	24.962819	0	1	119	0.13434464
6066548130	64.578212	-34.30519	255.78382	315.25421	22.762766	0	1	119	0.11191632
6066548131	64.575585	-34.307405	255.3509	314.81017	24.666189	0	1	119	0.14723703
6066549998	64.544855	-34.292117	250.26582	317.85473	22.812258	0	1	119	0.52113158
6066550000	64.545282	-34.292259	250.33644	317.82657	24.306708	0	1	119	0.35954767
6066551753	64.549605	-34.236055	251.02085	329.06923	24.55139	0	1	119	0.087967075
6066552959	64.518871	-34.297138	245.97543	316.83843	23.572933	0	1	119	0.85388047
6066553399	64.493029	-34.336675	241.73109	308.91775	23.214904	0	1	119	0.2258426
6066553846	64.470445	-34.341929	238.00503	307.85458	23.202956	0	1	119	0.064426333
6066554877	64.498564	-34.264042	242.59914	323.44735	23.401952	0	1	119	0.34368053
6066555421	64.525801	-34.314755	247.1305	313.31835	24.894178	0	1	119	0.30551928
6066556118	64.555594	-34.265783	252.02655	323.12618	24.725694	0	1	119	0.27683502
6066559825	64.516931	-34.287212	245.64894	318.82252	24.432558	0	1	119	0.97539365
6066559842	64.493427	-34.324334	241.78894	311.38622	24.672117	0	1	119	0.22690772
6066560964	64.569981	-34.274188	254.40869	321.45119	24.622035	0	1	119	0.12164788
6066561033	64.516271	-34.324418	245.56214	311.38108	21.801538	0	1	119	0.13602038
